FileName,TextContent
Brinjal_Pulav.pdf,"1 
Recipe 
 
Brinjal Pulav 
 
By 
 
Bhaktin Shanti 
 
 
 
 
Ingredients 
 
 Basmati Rice - ¼ kg 
 Cardamoms - 2 
 Cloves - 2 or 3 
 Cinnamon - ½ inch piece 
 Ghee or Vanaspati - 3 tbsp 
 Tender Brinjals - ¼ kg 
 Mustard Seeds - ½ tsp 
 Turmeric powder - ¼ tsp 


2 
 Salt - as required 
 Curry leaves - few 
 Cashew nuts - 1 ½  tbsp 
 
Grind Together 
 
 Grated fresh coconut - 1 tbsp 
 Black pepper - ¼ tsp 
 Coriander seeds - 1 ½ tsp 
 Bengal gram dhal - 1 tsp 
 Black gram dal - ½ tsp 
 Red chilies - 4 
 Asafetida - a pinch 
 (Fry the above ingredients in half a tbsp of oil and then grind it along with a coconut) 
 
Variation 
 
 Use coconut extract to cook rice. 
 
Preparation 
 
1. Wash and soak rice for 10 minutes. 
2. Keep a heavy bottomed cooking pot on fire with two tsp of ghee. 
3. Fry cinnamon, cloves and cardamom. 
4. When it turns golden brown add rice and fry for few minutes. 
5. Pour two cups of boiling water and salt. 
6. Mix well, cover and keep in a low flame for 15 to 20 minutes or till the rice is cooked. Remove 
from fire. 
7. Slice brinjals into long pieces and soak in salted water till required. 
8. Heat rest of the ghee. Fry mustard seeds, curry leaves and brinjals. 
9. When the vegetables become soft add ground masala and fry till good smell comes. 
10. Remove from fire. Replace the rice cooking pot on the fire and mix brinjal curry to that gently 
with another spoon of ghee. 
11. Keep on fire for few minutes. 
12. Remove from fire, garnish with pudina leaves and serve hot. 
 
Serves 
 
2 Persons. 
 
 
www.iskcondesiretree.com 
 
Hare Krishna Hare Krishna Krishna Krishna Hare Hare 
Hare Rama Hare Rama Rama Rama Hare Hare"
Cauliflower_and_Peas_Bhath.pdf,"1 
Recipe 
 
Cauliflower and Peas Bhath  
 
By 
 
Bhaktin Mallika 
 
 
 
Ingredients 
 
 Rice - 1 cup 
 Tomatoes - 3 big 
 Cauliflower - 1 medium sized 
 Fresh peas (shelled) - ½  cup 
 Red chili powder – ½ tsp. 
 Salt - as required 


2 
 Garam masala powder - ½  tsp 
 Finely cut coriander leaves - 1 tbsp 
 Oil - 2 tbsp 
 Lemon - 1 
 
      Grind Together: 
 
 Green chilies - 4 
 Ginger - 1 inch piece 
 (Fry chilies in half tsp. of oil and then grind it along with ginger) 
 
      For Garnishing: 
 
 Ghee - 2 tsp 
 Broken cashew nuts -I ½  Tbsp 
 
Preparation 
 
1. Blanch tomatoes in hot water for 10 minutes. 
2. Remove skin, make into paste and strain to remove seeds. 
3. Cut cauliflower into small flowerets; blanch in hot water to which little salt and turmeric 
powder is added. 
4. After few minutes, drain water and deep fry cauliflower till crisp and keep aside.  
5. Cook peas separately. 
6. Pressure cook, soaked rice in two cups of water and allow it to cool. 
7. Separate the grains. Heat oil add ground masala paste and fry for two minutes. 
8. Pour tomato paste and fry till moisture is absorbed completely. 
9. Add salt, chili powder, garam masala powder, cooked peas and mix well. 
10. Add cooked rice and half of the fried cauliflower. 
11. Fry for few minutes till it becomes hot. Remove from fire. 
12. Add fried cashew nuts, squeeze lemon and mix well. 
13. Decorate with rest of the fried cauliflower and finely cut coriander leaves. 
 
Serves 
 
2 Persons. 
 
 
www.iskcondesiretree.com 
 
Hare Krishna Hare Krishna Krishna Krishna Hare Hare 
Hare Rama Hare Rama Rama Rama Hare Hare"
Cauliflower_and_Peas_Pulav.pdf,"1 
Recipe 
 
Cauliflower and Peas Pulav 
 
By 
 
Bhaktin Sushma 
 
 
 
Ingredients 
 
 Basmati rice - 1 cup 
 Fresh thick curds - 1 cup 
 Oil - 2 ½  tbsp 
 Bay leaf - 1 
 Cinnamon - 1 inch piece 
 Cloves - 2 
 Ginger paste - ½ tsp 
 Cauliflower - 1 
 Fresh peas - ¼ cup (Shelled) 


2 
 Tomatoes - 3 (diced) 
 Salt - as required 
 Coriander leaves - 1 small bunch  (Grind Separately) 
 
Grind together:  
 Green chilies – 8 
(Fry both with ½ tsp of oil and grind to smooth paste) 
 
Spice Powder 
 
Fry equal number of cardamom and cinnamon in ghee and powder. 
 
Preparation 
 
1. Wash and soak rice for 10 minutes. Drain water and fry in half a tsp. of ghee till moisture is 
absorbed. (2 or 3 minutes) 
2. Break cauliflower into big floweret’s. Heat water in a separate vessel, when it starts boiling 
add peas and cauliflower. 
3. Close the lid and remove from fire. After 5 to 10 minutes and drain water completely. 
4. Heat oil in pressure cooker and fry garam masala spices. Add ginger paste and after few 
minutes tomatoes. 
5. When it becomes pulpy add ground paste of chilies and then beaten curds with a cup of 
water. When it starts boiling add salt, cauliflower, peas and rice. 
6. Reduce flame and pressure cook for 7 to 10 minutes. 
7. After removing the lid gently mix garam masala powder, ground paste of coriander leaves 
with a tsp. of ghee. 
8. Serve Hot 
 
Serves 
 
2Persons. 
 
 
www.iskcondesiretree.com 
 
Hare Krishna Hare Krishna Krishna Krishna Hare Hare 
Hare Rama Hare Rama Rama Rama Hare Hare"
Cauliflower_Biriyani.pdf,"1 
Recipe 
 
Cauliflower Biriyani  
By 
 
Bhaktin Malathy 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 


2 
Ingredients 
 
 Basmati rice - 1 cup 
 Cauliflower - 1 medium sized 
 Green chilies - 6 
 Fresh thick curds - ¼ cup 
 Oil - 3 tbsp 
 Grated fresh coconut -2 tbsp 
 Coriander - cumin powder - ½ tsp 
 Salt -as required 
 Pure Ghee - 2 tsp 
 Cashew nuts - 2 tbsp 
 Curry leaves - few 
 Coriander leaves - 1 small bunch 
 Lemon - 1 
 Amti masala - 1 tsp 
 Mustard seeds - ½ tsp 
 Turmeric powder - ¼ tsp 
 Asafetida - a pinch 
 
Preparation 
 
1. Wash and soak rice for 15 minutes. 
2. Wash and cut cauliflower into small Floweret’s. 
3. Heat oil in a heavy bottomed vessel and add mustard. 
4. When it crackles, add cut green chilies, asafetida, curry leaves and cashew nuts. Add 
cauliflower. 
5. Fry till it becomes soft. Drain water from rice and fry with the floweret’s for few minutes. 
6. Add two cups of boiling water with salt and turmeric powder. 
7. When it starts boiling again add beaten curds, Coriander-cumin powder and masala powder. 
8. Cover the vessel with a tight lid and reduce flame. Cook for 15 to 20 minutes. Before 
removing from fire, add ghee. 
9. Garnish with fresh grated coconut and cut coriander leaves. Serve along with cut lemon 
pieces. 
 
Serves 
 
2 Persons. 
 
 
www.iskcondesiretree.com 
 
Hare Krishna Hare Krishna Krishna Krishna Hare Hare 
Hare Rama Hare Rama Rama Rama Hare Hare"
Channa_Pulav.pdf,"1 
Recipe 
 
Channa Pulav  
 
By 
 
Bhaktin Ranjana 
 
 
 
 
Ingredients 
 
 Basmati rice - 1 cup 
 White Kabuli channa - ½ cup 
 Tomatoes - 3 big 
 Coconut - ½  small 
 Oil - 3 ½ tbsp 
 Coriander leaves - ½ bunch 
 Green chilies - 4 
 Kasoori methi - 1 tbsp 


2 
 Garam masala powder - ½ tsp 
 Cinnamon - 1 inch piece 
 Cardamoms - 2 to 3 
 Cloves - few 
 Bay leaf - 1 
 Ghee - 2 tsp 
 Grind together: 
 Red Chilies -8 
 Cumin seeds - 1 tsp 
 Grated fresh coconut - 2 tbsp 
 (Heat a tsp. of oil. Fry red chilies, cumin seeds. Cool and grind along with coconut) 
 
Preparation 
 
1. Soak rice for 10 minutes. 
2. Drain water completely. Heat a tsp. of ghee and fry the rice for one or two minutes. (Till the 
moisture is absorbed). 
3. Soak channa 10 hours before and pressure cook for 15 to 20 minutes. 
4. Blanch tomatoes in hot water for few minutes. 
5. Remove skin and grind into paste. 
6. Strain and remove the seeds. 
7. Grate coconut, add enough water, grind and take two extracts. 
8. Heat oil in a heavy vessel and fry cardamom, cinnamon, cloves and bay leaf. 
9. Add slit green chilies. Fry for a minute and add ground masala paste. 
10. Fry till good smell comes in medium flame. Add tomato paste, Kasoori methi, Salt, little sugar, 
garam masala powder and boil for few minutes. 
11. Add cooked channa and 1 ¾ cup of coconut extract. 
12. When it starts boiling add rice, mix well and reduce flame. 
13. Cover with a tight lid with heavy weight on top. 
14. Cook exactly for 20 minutes. Do not disturb in between. 
15. If necessary, keep a dosa pan underneath for even heating.  
16. Garnish with cut coriander leaves and fried cashew nuts. 
17. Serve hot, topped with crisply fried, grated potatoes. 
 
Serves 
 
2 Persons. 
 
 
www.iskcondesiretree.com 
 
Hare Krishna Hare Krishna Krishna Krishna Hare Hare 
Hare Rama Hare Rama Rama Rama Hare Hare"
Chinese_Fried_Rice.pdf,"1 
Recipe 
 
Chinese Fried Rice 
 
By 
 
Bhaktin Pooja 
 
 
 
 
 
 
 
Ingredients 
 
 Basmati rice - 1 cup 
 Carrots -1 or 2 
 Beans - 10 or 12 
 Cauliflower - ½ small 
 Cabbage -150 gms 
 Capsicum -1 or 2 
 Peas - ½ cup (Optional) 
 Aji-no-moto(Mono sodium glutamate) - ½ tsp. 


2 
 White pepper powder - ½  tsp 
 Salt - as required 
 Caramelized sugar syrup - 1 tbsp 
 Soya Sauce -2 to 3 tsp 
 Oil - 3 to 4 tbsp 
 
Vinegar Chillies: 
 
 Long variety green chilies - 4 (cut into thin round pieces) 
 Plain vinegar - ½ cup 
 Salt - 1 tsp. 
 Soya Sauce - 1 tbsp 
 Mix everything two to three hours before serving. 
 
Preparation 
 
1. Boil rice in 12 cups of water to which little salt and a tsp.of oil is added. 
2. When it is ¾ tender drain water completely. 
3. Allow the rice to cool completely by spreading on a broad plate. Separate the grains. 
4. Cut the vegetables into even sized very small pieces. 
5. Heat oil in a broad frying pan and fry carrots, capsicum and cabbage in order given. 
6. while frying vegetables add half of the Aji-no-moto. (If using peas, cook separately and then 
add) 
7. Fry in a high flame for few minutes. (Till the vegetables become tender). 
8. Add cooked rice, salt, pepper and caramel sugar. 
9. Sprinkle soya sauce and fry on a high flame till rice is fried well. 
10. Serve hot with vinegar chilies. 
 
Note: While cooking more rice do not double the quantity of Aji-no-moto. Little more than 
given quantity is enough. 
 
Serves 
 
2 Persons. 
 
 
www.iskcondesiretree.com 
 
Hare Krishna Hare Krishna Krishna Krishna Hare Hare 
Hare Rama Hare Rama Rama Rama Hare Hare"
Chutney_Chawal.pdf,"1 
Recipe 
 
Chutney Chawal 
 
By 
 
Bhaktin Shanti 
 
 
 
 
Ingredients 
 
 Basmati Rice - 1 cup 
 Potatoes - 2 (Peeled and Diced) 
 Tomatoes - 2 or 3 medium sized 
 Turmeric powder - ¼ tsp 
 Cooked Peas - ¼ cup 
 Coriander powder - ½ tsp 
 Garam masala powder - ½ tsp 
 Salt - as required 
 Oil - 2 ½  tbsp 
 


2 
Grind Together 
 
 Mint leaves - ½  bunch 
 Coriander leaves - ½  bunch 
 Green chilies - 3 
 (Grind into fine paste sprinkling very little water)   
 
Variation 
 
 Fry mint leaves in little oil and add little coconut while grinding it. 
 
Preparation 
 
1. Wash and soak rice for l5 minutes. 
2. Dice tomatoes, as small as possible. 
3. Peel and dice potatoes into big pieces. 
4. Heat oil in a heavy bottomed vessel and fry ginger paste. 
5. Fry till light brown. Add tomatoes and cook till soft. 
6. Mix potatoes and fry for another few minutes. 
7. Add salt, chilly-powder, garam masala and ground paste. 
8. Fry for a minute and then add two cups of water and salt. 
9. When it starts boiling add rice and mix well. 
10. Reduce flame and close with a tight lid. 
11. Keep a weight on top. Cook exactly for 20 minutes. 
12. Check whether water is absorbed and serve hot. 
 
Serves 
 
2 Persons. 
 
 
www.iskcondesiretree.com 
 
Hare Krishna Hare Krishna Krishna Krishna Hare Hare 
Hare Rama Hare Rama Rama Rama Hare Hare"
Coconut_rice.pdf,"For further details please contact : anandliladd@gmail.com
by Anand Lila devi dasi
Ingredients
Preparation
Serves
www.iskcondesiretree.com
""Krishna is very kind.
Therefore, He has given us
his remnants of food stuff""
Coconut Rice
Rice........................
Coconut Milk..........
C Water..................
Seasoning: 
Oil................................................
Black Mustard Seeds....................
Urad Dal.......................................
Chana Dal....................................
Cashew Bits..................................
Groundnuts..................................
Red Chilly.....................................
Fresh Curry Leaves.......................
Grated Coconut............................
Salt (or more according to taste)..
1. Combine rice with coconut milk and water. Bring it to a boil,
then immediately reduce the heat to low, cover with a tight fitting lid,
without stirring, cook it over low flame till rice is tender. Remove from heat.
2. After 10 min, cool the rice in a plate. 
3. Assemble all the ingredients for seasoning.
4. Heat oil in a pan, Add mustard seeds, when they splutter, add urad dal,
chana dal, cashew bits, and groundnuts in succession. Saute them until
golden brown, then add red chilly and curry leaves. Stir fry till the
flavor becomes aromatic.
5. Add the grated coconut, Stir fry it, till becomes light golden in color.
6. Mix this with the cooled rice and add salt.
Three-Four
HARE KRISHNA HARE KRISHNA KRISHNA KRISHNA HARE HARE   HARE RAMA HARE RAMA RAMA RAMA HARE HARE
HARE KRISHNA HARE KRISHNA KRISHNA KRISHNA HARE HARE   HARE RAMA HARE RAMA RAMA RAMA HARE HARE
1 C
1 C
1 ¼   
2 Tbsp 
1 Tsp
1 Tsp
1 Tsp
2 Tbsp 
3 Tbsp
1 Dry
7-8
3 Tbsp
1 Tsp"
Coconut_Rice (1).pdf,"1 
Recipe 
 
Coconut Rice 
 
By 
 
Bhaktin Sushma   
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 


2 
Ingredients 
 
 Rice (Sona masoori or Basmati) (uncooked) - 1 cup 
 Coconut (grated) - 1 ½ cup 
 Mustard seeds – ½ tsp 
 Urad dal – ½ tsp 
 Cumin seeds – ½ tsp 
 Chana dal (kadalai paruppu) - 1 ½ tsp 
 Peanuts - 2 tsp 
 Cashew nuts - 10 - 12 
 Red chilies - 3 (broken) 
 Green Chilies (Slit length-wise) - 3 
 Curry leaves - 1 or 2 sprigs 
 Hing - a pinch 
 Coriander leaves (Chopped) - 3 to 4 sprigs 
 Salt - to taste 
 Ghee or Oil - 3 to 4 tsp 
 
Preparation 
 
1. Cook rice with enough water and Salt and keep aside. 
2. Heat ghee or oil in a pan. 
3. Add Mustard seeds, Urad dal and Cumin seeds to it. 
4. After the seeds starts spluttering add Chana dal, Peanuts, Cashew nuts and fry them for a 
minute. 
5. Add Red Chilies, Green Chilies, Curry leaves and Hing, let them splutter fry till the dals turns 
into golden brown. 
6. Add grated Coconut, Salt and fry for 3 to 4 more minutes or till the Coconut turns light-
brown. 
7. Add the Cooked rice and mix well. 
8. Remove from heat and garnish with chopped coriander leaves. 
 
Serves 
 
3-4 Persons 
 
 
www.iskcondesiretree.com 
 
Hare Krishna Hare Krishna Krishna Krishna Hare Hare 
Hare Rama Hare Rama Rama Rama Hare Hare"
Coconut_Sweet_Pulav.pdf,"1 
Recipe 
 
Coconut Sweet Pulav  
 
By 
 
Bhaktin Malathy 
 
 
 
 
 
 
 
 
 
 
 
 
 


2 
Ingredients 
 
 Basmati rice - 1 cup  
 Grated fresh coconut - ¼ cup  
 Coconut extract - 2 cups  
 Powdered sugar - 1 cup  
 Ghee - 3 tbsp 
 Chopped almonds ½ tbsp 
 Cardamom powder - a pinch 
 Cloves - 2 
 Saffron  - a few strands 
 
Preparation 
 
1. Wash and soak rice for 5 to 10 minutes. 
2. Cook with two cups of coconut extract in reduced flame in a heavy vessel. Close with a lid. 
3. When rice is cooked and there is no moisture; add finely grated coconut, powdered sugar 
and cloves.(Fry coconut in ghee for a minute and then add). 
4. Add half of the ghee. Mix gently. When moisture is absorbed remove from fire. 
5. Heat rest of the ghee, fry almonds and add to rice with cardamom powder. 
6. Mix well, garnish with saffron strands and serve hot. 
 
Serves 
 
2 Persons. 
 
 
www.iskcondesiretree.com 
Hare Krishna Hare Krishna Krishna Krishna Hare Hare 
Hare Rama Hare Rama Rama Rama Hare Hare"
